siteid,fluxnetid,keyid,sitename,countryid,land_unit,status,latitude,longitude,year_began,network1,network2,network3,koeppen_climate,gtopo30_elevation,igbp_land_use,umd_land_cover,lai_fpar,npp_land_cover,plant_functional_type,network1_id
2827,CN-Lua,cn.luancheng.01,Luancheng,China,Asia,Active,37.88,114.68,(null),ChinaFlux,(null),(null),BSk - Arid Steppe cold,(null),Urban and Built-Up,Urban and Built-Up,Urban,Urban,Urban and built up,10
2828,CN-Dez,cn.dezhou.01,Dezhou,China,Asia,Active,37.33,116.48,(null),ChinaFlux,(null),(null),Cwa - Warm temperate with dry winter and hot summer,(null),Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,10
2830,CN-Luo,cn.luoyang.01,Luoyang,China,Asia,Active,34.63,112.46,(null),ChinaFlux,(null),(null),Cwa - Warm temperate with dry winter and hot summer,(null),Urban and Built-Up,Urban and Built-Up,Urban,Urban,Urban and built up,10
2831,CN-Tao,cn.taoyuan.01,Taoyuan,China,Asia,Active,28.91,111.5,(null),ChinaFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Cropland/Natural Vegetation Mosaic,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,10
2832,US-ICt,us.imnavait_tussock.01,Imnavait Creek Watershed Tussock Tundra,United States,North America,Active,68.606,-149.304,2007,AmeriFlux,(null),(null),Dfc - Snow fully humid cool summer,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,1
2833,CN-Da2,cn.dagangshn.02,Dagangshan Bamboo,China,Asia,Active,27.585556,114.565278,(null),ChinaFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,10
2834,CN-Da3,cn.dagangshn.03,Dagangshan Fir,China,Asia,Active,27.582778,114.566389,(null),ChinaFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Mixed Forests,Mixed Forests,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,10
2835,CN-Ha2,cn.haibei.02,Haibei Shrubland,China,Asia,Active,37.665278,101.331111,2002,ChinaFlux,(null),(null),ET - Polar tundra,(null),Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,10
2836,CN-Ha3,cn.haibei.03,Haibei Wetland,China,Asia,Active,37.608611,101.326944,2002,ChinaFlux,(null),(null),ET - Polar tundra,(null),Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,10
2837,US-ICh,us.imnavait_heath.01,Imnavait Creek Watershed Heath Tundra,United States,North America,Active,68.607,-149.296,2007,AmeriFlux,(null),(null),Dfc - Snow fully humid cool summer,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,1
2838,US-ICs,us.imnavait_sedge.01,Imnavait Creek Watershed Wet Sedge Tundra,United States,North America,Active,68.606,-149.311,2007,AmeriFlux,(null),(null),Dfc - Snow fully humid cool summer,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,1
2840,CA-Qc2,ca.quebeccutover2.01,QC-1975 Harvested Black Spruce (HBS75),Canada,North America,Inactive,49.75984,-74.5711,2007,Canadian Carbon Program (CCP),(null),(null),Dfc - Snow fully humid cool summer,(null),Mixed Forests,Mixed Forests,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,3
2842,US-Me6,us.metolius_newyng.03,Metolius New Young Pine,United States,North America,Active,44.3232,-121.6043,2010,AmeriFlux,(null),(null),"Csb - Warm temperate with dry, warm summer",(null),Woody Savannas,Woody Savannas,Savannah,Evergreen Needleleaf Vegetation,Shrub,1
2844,CH-Aws,ch.weissenstein.01,Alp Weissenstein,Switzerland,Europe,Active,46.583306,9.790417,2006,European Unaffiliated,Swiss Fluxnet,(null),ET - Polar tundra,(null),Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,40
2845,US-UMd,us.umbs_disturbance.02,Univ. of Mich. Biological Station Disturbance,United States,North America,Active,45.5625,-84.6975,2007,AmeriFlux,(null),(null),Dfb - Snow fully humid warm summer,(null),Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,1
2846,US-ORv,us.olentangy.01,Olentangy River Wetland Research Park,United States,North America,Active,40.0201,-83.0183,2011,AmeriFlux,(null),(null),Dfa - Snow with fully humid hot summer,(null),Urban and Built-Up,Urban and Built-Up,Urban,Urban,Urban and built up,1
2847,US-SdH,us.sandhills.01,Nebraska SandHills Dry Valley,United States,North America,Active,42.0693,-101.4072,2004,AmeriFlux,(null),(null),Dfa - Snow with fully humid hot summer,(null),Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,1
2848,US-AR1,us.ARM_woodward.01,ARM USDA UNL OSU Woodward Switchgrass 1,United States,North America,Active,36.4267,-99.42,2009,AmeriFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,1
2849,US-AR2,us.ARM_woodward.02,ARM USDA UNL OSU Woodward Switchgrass 2 ,United States,North America,Active,36.6358,-99.5975,2009,AmeriFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,1
2850,US-Myb,us.mayberry.01,Mayberry Wetland,United States,North America,Active,38.0498,-121.7651,2010,AmeriFlux,(null),(null),"Csb - Warm temperate with dry, warm summer",(null),Woody Savannas,Woody Savannas,Savannah,Annual Grass Vegetation,Grass,1
2851,US-Twt,us.twitchell.01,Twitchell Island,United States,North America,Active,38.1055,-121.6521,2010,AmeriFlux,(null),(null),"Csa - Warm temperate with dry, hot summer",(null),Croplands,Croplands,Broadleaf Crops,Annual Broadleaf Vegetation,Broadleaf crop,1
4089,IT-Cng,(null),Cantaglia,Italy,Europe,Inactive,44.71,11.53,2012,European Unaffiliated,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
2852,US-Akn,us.aiken.01,Aiken,United States,North America,Active,33.3833,-81.5656,2011,AmeriFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Mixed Forests,Mixed Forests,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,1
2853,US-An1,us.anaktuvuk_severe.01,Anaktuvuk River Severe Burn,United States,North America,Active,68.99,-150.28,2008,AmeriFlux,(null),(null),Dfc - Snow fully humid cool summer,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,1
2854,US-An2,us.anaktuvuk_moderate.01,Anaktuvuk River Moderate Burn,United States,North America,Active,68.95,-150.21,2008,AmeriFlux,(null),(null),Dfc - Snow fully humid cool summer,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,1
2855,US-An3,us.anaktuvuk_unburned.01,Anaktuvuk River Unburned,United States,North America,Active,68.93,-150.27,2008,AmeriFlux,(null),(null),Dfc - Snow fully humid cool summer,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,1
2856,AU-Ade,au.adelaide_river.01,Adelaide River,Australia,Australia/Oceania,Inactive,-13.0769,131.1178,2007,OzFlux,(null),(null),Aw - Equatorial savannah with dry winter,(null),Savannas,Savannas,Savannah,Annual Grass Vegetation,Grass,18
2857,AU-Dry,au.dry_river.01,Dry River,Australia,Australia/Oceania,Active,-15.2588,132.3706,2008,OzFlux,(null),(null),Aw - Equatorial savannah with dry winter,(null),Savannas,Savannas,Savannah,Annual Grass Vegetation,Grass,18
2858,AU-Stp,au.sturt_plains.01,Sturt Plains,Australia,Australia/Oceania,Active,-17.1508,133.3503,2008,OzFlux,(null),(null),BSh - Arid Steppe hot,(null),Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,18
2859,AU-Wom,au.wombat.01,Wombat,Australia,Australia/Oceania,Active,-37.4222,144.0944,2010,OzFlux,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,18
2860,JP-SMF,jp.seto.01,Seto Mixed Forest Site,Japan,Asia,Inactive,35.25,137.0667,2002,AsiaFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,2
2861,JP-MBF,jp.moshiri.01,Moshiri Birch Forest Site,Japan,Asia,Inactive,44.3842,142.3186,2003,AsiaFlux,(null),(null),Dfb - Snow fully humid warm summer,(null),Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,2
2862,JP-MMF,jp.moshiri.02,Moshiri Mixed Forest Site,Japan,Asia,Inactive,44.3219,142.2614,2003,AsiaFlux,(null),(null),Dfb - Snow fully humid warm summer,(null),Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,2
2863,CN-Du3,cn.duolun.03,Duolun Degraded Meadow,China,Asia,Active,42.0551,116.281,2009,ChinaFlux,(null),(null),Dwb - Snow dry winter warm summer,(null),Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,10
2864,CN-Du4,cn.duolun.04,Duolun Fenced Steppe,China,Asia,Active,42.0415,116.286,2009,ChinaFlux,(null),(null),Dwb - Snow dry winter warm summer,(null),Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,10
2865,US-KUT,(null),KUOM Turfgrass Field,United States,North America,Active,44.995,-93.4863,2005,AmeriFlux,(null),(null),Dfb - Snow fully humid warm summer,(null),Urban and Built-Up,Urban and Built-Up,Urban,Urban,Urban and built up,1
2866,JP-YMS,(null),Yamashiro Forest Hydrology Research Site,Japan,Asia,Active,34.7948,135.8462,(null),(null),(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,(null)
2867,US-Dia,us.diablo.01,Diablo,United States,North America,Active,37.6773,-121.5296,2010,AmeriFlux,(null),(null),"Csb - Warm temperate with dry, warm summer",(null),Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,1
2869,MX-Tes,(null),Tesopaco,Mexico,North America,Active,27.84,-109.3,2004,MexFlux,(null),(null),BSh - Arid Steppe hot,(null),Woody Savannas,Woody Savannas,Savannah,Annual Grass Vegetation,Grass,33
2870,MX-Ray,(null),Rayon,Mexico,North America,Active,29.74,-110.53,2004,MexFlux,(null),(null),BSh - Arid Steppe hot,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,33
2871,MX-EMg,(null),El Mogor,Mexico,North America,Active,32.0302,-116.6042,2008,European Unaffiliated,(null),(null),BSk - Arid Steppe cold,(null),Closed Shrublands,Closed Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,40
2872,MX-Loc,(null),Sierra de los Locos,Mexico,North America,Active,29.96,-110.46,2008,MexFlux,(null),(null),BSh - Arid Steppe hot,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,33
2873,MX-Oju,(null),Ojuelos,Mexico,North America,Active,21.799,-101.61,2010,MexFlux,(null),(null),BSk - Arid Steppe cold,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,33
2874,MX-Ato,(null),Atopixco,Mexico,North America,Active,20.613779,-98.594097,2012,MexFlux,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Woody Savannas,Woody Savannas,Savannah,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,33
2875,MX-Col,(null),Colorada,Mexico,North America,Active,28.7,-110.54,2011,MexFlux,(null),(null),BSh - Arid Steppe hot,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,33
2876,MX-Esc,(null),Escandon,Mexico,North America,Inactive,19.404161,-99.176131,2006,MexFlux,(null),(null),Cwb - Warm temperate with dry winter and warm summer,(null),Urban and Built-Up,Urban and Built-Up,Urban,Urban,Urban and built up,33
2877,MX-Kax,(null),Kaxil Kiuic,Mexico,North America,Active,20.09285,-89.56376,2011,MexFlux,(null),(null),Aw - Equatorial savannah with dry winter,(null),Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,33
2878,DK-NuF,(null),Nuuk Fen,Denmark,Europe,Active,64.13083333,-51.38611111,2008,European Unaffiliated,(null),(null),ET - Polar tundra,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,40
2879,DK-ZaF,(null),Zackenberg Fen,Denmark,Europe,Active,74.481433,-20.554517,2007,European Unaffiliated,(null),(null),ET - Polar tundra,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,40
2880,DK-ZaH,(null),Zackenberg Heath,Denmark,Europe,Active,74.4732,-20.5503,2000,European Unaffiliated,(null),(null),ET - Polar tundra,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,40
2881,NZ-Kop,(null),Kopuatai,New Zealand,Australia/Oceania,Active,-37.387917,175.553889,2011,Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,19
2900,CL-ACP,(null),Alerce Costero National Park,Chile,South America,Active,-40.172267,-73.445203,2014,Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,19
4000,AT-Fue,(null),Fuegen,Austria,Europe,Inactive,47.367374,11.854709,2005,European Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,(null),Cropland/Natural Vegetation Mosaic,Closed Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,40
4001,AT-Hnb,(null),Höllengebirge,Austria,Europe,Inactive,47.803333,13.591389,2011,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,40
4002,AT-Rtz,(null),Rotholz,Austria,Europe,Inactive,47.39472222,11.80472222,2008,European Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,(null),Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,40
4003,AT-StA,(null),Stubai Abandoned,Austria,Europe,Inactive,47.12528,11.28944,2003,European Unaffiliated,(null),(null),Dfc - Snow fully humid cool summer,(null),Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,40
4004,AT-StM,(null),Stubai Meadow,Austria,Europe,Inactive,47.12889,11.30583,2002,European Unaffiliated,(null),(null),Dfc - Snow fully humid cool summer,(null),Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,40
4005,AT-StP,(null),Stubai Pasture,Austria,Europe,Inactive,47.13694,11.30361,2006,European Unaffiliated,(null),(null),Dfc - Snow fully humid cool summer,(null),Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,40
4006,BE-Dor,(null),Dorinne,Belgium,Europe,Active,50.311708,4.968306,2010,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
4007,BE-Lcr,(null),Lochristi,Belgium,Europe,Active,51.1,3.85,2010,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
4008,CA-Da1,(null),Daring Lake,Canada,North America,Active,64.8689,-111.5748,2004,European Unaffiliated,(null),(null),Dfc - Snow fully humid cool summer,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,40
4009,CA-Da2,(null),Daring Lake Fen,Canada,North America,Active,64.8648,-111.5748,2006,European Unaffiliated,(null),(null),Dfc - Snow fully humid cool summer,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,40
4011,CH-Dsc,(null),Dischma,Switzerland,Europe,Inactive,46.7896991,9.864438203,(null),European Unaffiliated,(null),(null),ET - Polar tundra,(null),Mixed Forests,Mixed Forests,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,40
4013,DE-Akm,(null),Anklam,Germany,Europe,Inactive,53.86616667,13.68341667,2009,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Urban and Built-Up,Urban and Built-Up,Urban,Urban,Urban and built up,40
4014,DE-Hmm,(null),Himmelmoor,Germany,Europe,Inactive,53.739807,9.848723,2011,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Woody Savannas,Woody Savannas,Savannah,Evergreen Needleleaf Vegetation,Grass,40
4016,DE-Me2,(null),Mehrstedt 2,Germany,Europe,Inactive,51.275366,10.65555,2004,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
4017,DE-Seh,(null),Selhausen,Germany,Europe,Inactive,50.8706233,6.44965306,2007,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
4018,DE-Sng,(null),Solling,Germany,Europe,Inactive,51.75813,9.59333,2012,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,40
4019,DE-Spw,(null),Spreewald,Germany,Europe,Inactive,51.89225,14.03369,2010,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,40
4020,DE-Zrk,(null),Zarnekow,Germany,Europe,Active,53.875943,12.88901,2005,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Cropland/Natural Vegetation Mosaic,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,40
4021,DK-Eng,(null),Enghave,Denmark,Europe,Inactive,55.69052778,12.19175,2005,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
4022,DK-MkA,(null),Morke E-AR,Denmark,Europe,Inactive,56.38131,10.39461,2012,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Cropland/Natural Vegetation Mosaic,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,40
4023,DK-MkG,(null),Morke E-PG,Denmark,Europe,Inactive,56.38178,10.40312,2012,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Cropland/Natural Vegetation Mosaic,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
4024,DK-MkR,(null),Morke E-RG,Denmark,Europe,Inactive,56.38179,10.4006,2012,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Cropland/Natural Vegetation Mosaic,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
4025,DK-SkA,(null),Skjern W-AR,Denmark,Europe,Inactive,55.93777,8.44656,2012,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
4026,DK-SkG,(null),Skjern W-PG,Denmark,Europe,Inactive,55.94116,8.447355,2012,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
4027,DK-SVA,(null),Store Vildmose N-AR,Denmark,Europe,Inactive,57.23313,9.84435,2012,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
